paramID,beta0,sigma0,kappa,delta,omega,gamma,rho,nPulse,theta,Nall,tc,tau,A
2129,4.8492e-01,5.6179e-04,1.1643e+00,1.0736e-01,9.1984e-04,1.2223e-04,1.50012,50,0.26224,1,"425.5|672|366.7|717.1|34.64|239.2|60.23|84.36|342.9|711.8|350.1|59.39|256.2|501.5|108.7|708.3|307.3|428.5|160.5|496.6|390.5|298.5|499.6|505.9|348.1|252.9|78.41|560.1|40.83|293.3|654.3|597.3|155.1|699.5|496.8|1.956|512.1|296.9|48.06|249.2|18.66|561.1|161.9|396.4|539.2|561.6|174.9|69.43|36.86|592.8","0.7122|0.2949|2.727|1.142|0.6124|0.8039|0.4381|0.5669|0.9112|3.835|6.304|0.6701|3.476|0.3632|0.9914|1.707|1.005|0.1697|6.743|2.898|1.79|0.2322|0.2305|0.4548|5.555|4.951|1.724|0.5271|0.4965|6.828|4.026|3.278|10.91|0.3086|0.2856|6.102|7.536|4.207|0.1945|1.537|7.789|6.558|0.5807|2.103|8.324|0.2048|8.087|1.384|10.98|3.013","8.478|2.141|0.002999|5.066|0.0002317|0.0004692|80.55|0.2984|10.81|38.22|2.168|0.2339|0.03851|0.01117|8.785|0.0001566|67.7|23.33|0.03262|1.565|1.025|0.004652|46.84|34.7|0.03427|0.007114|4.487|0.003425|0.005728|0.001326|84.07|0.1346|0.01269|10.82|0.00499|0.0001219|3.295|0.06998|19.05|0.0001728|0.2417|9.005|0.00586|0.751|0.1017|8.1|1.031|0.001925|0.002528|0.001416"
2130,5.4102e-03,6.3132e-02,8.4075e+00,6.0526e-03,1.9158e-01,1.9671e-05,2.17364,56,0.10958,1,"94.25|157.5|397.1|364.6|657.4|664.1|633.6|42.22|618.4|658.2|345.7|238.4|475.2|581.4|459.7|263.3|660.1|561.1|65.37|586.3|258.9|492.6|556.8|404.9|76.24|328.5|560|204.3|100.7|232.4|506.4|496|675|659.2|172.8|49.62|15.96|312.4|589.7|604.2|521.4|143.5|657.2|618.2|512.2|103.5|597.9|396.7|371.7|169.6|298.9|325.3|453.5|648.2|155.7|650.7","0.264|9.09|0.2106|8.278|0.9309|5.321|9.749|1.054|5.481|0.5788|1.678|2.675|4.899|0.7679|1.674|8.999|1.797|0.3176|7.079|6.252|0.3877|0.8147|1.115|0.9376|3.565|0.5662|1.79|0.9802|0.2991|2.661|0.3011|0.4137|7.933|5.939|1.949|9.792|7.031|0.3342|10.04|0.5227|0.3774|7.732|0.3827|0.3533|0.8452|1.339|10.6|0.2335|0.172|2.535|7.335|0.256|1.043|0.6734|1.376|2.603","0.002101|0.001215|0.224|0.001812|0.0009398|0.002624|1.733|4.743|0.001498|0.0008602|0.6069|0.009966|36|0.02649|15.02|0.0002555|2.767|14.46|0.1466|52.25|0.7877|21.67|12.56|0.3755|0.4513|0.001136|7.48|35.1|90.1|0.1756|0.0002906|0.3719|0.01206|0.06615|3.134|0.002566|0.001459|0.05225|0.9376|0.9719|0.04|0.1267|0.0006224|0.03007|0.001057|0.03382|0.0001245|0.007467|51.34|1.811|0.007209|3.425|0.004045|0.000483|0.000311|0.0324"
2131,5.6158e-01,2.2968e-03,3.4153e-01,2.6752e-04,5.1579e-03,1.5548e-04,333.11780,21,0.10117,1,"1.336|282.2|687.7|635.5|81.22|635.4|633.5|178.9|302|667.6|34.74|509.2|396.3|315.4|421.7|718.4|650.3|32.2|135.9|520|139.6","0.2651|0.2656|0.966|3.345|0.7609|2.966|0.2204|5.591|0.8203|1.653|7.093|8.543|6.381|0.2847|7.366|9.031|0.7015|0.7074|2.355|0.5476|7.419","13.94|7.095|31.41|0.3622|1.518|0.004214|0.0007101|0.01526|0.001122|0.0001062|0.001098|0.3015|0.04768|0.3151|0.008196|0.003961|0.01453|0.223|0.09263|0.2263|0.868"
2132,5.3119e-02,1.3320e-04,6.2071e-01,6.6352e-04,1.3485e-02,4.6262e-03,1.09976,2,0.98925,1,"401.7|477.7","0.2979|1.607","0.6278|1.446"
2133,2.0260e-03,3.6591e-01,4.2535e-01,1.8320e-02,1.3127e-01,9.4030e-05,1.35910,2,0.13507,1,"320.4|707.7","0.5062|0.8717","0.0004972|0.07836"
2134,1.5119e-02,3.4816e-03,1.4258e-01,5.6685e-02,1.7652e-04,2.8670e-04,1.10235,72,0.02416,1,"607.4|489.8|204.3|291.5|642.2|426.1|211.2|494.2|46.44|311.8|637.1|566.8|194.2|589.9|415.3|682.3|633.6|277.5|3.2|215.5|464.3|305.7|474.4|534.2|308.6|498.4|172.3|171|595.9|672.9|636.3|169.6|299.4|600.9|47.83|490.5|372.2|711.8|417.4|32.74|353.4|320.8|351.8|406.4|163.8|588|601.5|322.9|710.4|230.2|502.2|716.4|542.4|9.468|505.9|537.1|320.9|70.57|122.3|43.48|498|139.3|711|545.9|622.3|434.1|389|347.3|449.4|391.3|637.4|21.36","11.09|0.637|0.4897|10.18|7.164|8.244|1.447|0.6575|3.754|3.85|1.29|0.8704|1.05|0.3934|1.193|0.3694|0.2154|2.413|0.3659|0.8213|0.9405|0.1872|4.039|1.888|0.3182|4.357|0.651|0.4965|2.354|0.3526|0.9041|4.957|0.9581|5.262|0.1825|0.2727|0.3917|0.6139|1.037|0.517|0.1975|1.309|1.967|7.504|4.131|9.399|3.475|1.082|5.32|0.7895|1.571|3.359|0.5743|0.9665|0.62|1.521|0.1992|1.022|0.2547|8.269|0.1898|6.615|0.4752|0.7466|1.521|0.3498|0.4451|0.7|0.3873|3.218|2.934|0.3521","0.0001201|0.04567|2.258|0.004994|20.23|0.006298|0.4741|0.5689|0.9665|3.198|34.49|0.02591|0.02282|0.8214|0.0003685|1.02|0.01251|0.0001051|0.002712|60.93|0.07353|67.7|14.98|20.78|21.6|0.06316|0.006834|5.666|0.2084|0.0004242|64.43|0.1679|0.0003316|0.3454|48.73|17.56|0.0172|0.07364|0.07757|0.003516|89.03|0.0001681|0.1819|0.01124|2.899|3.798|0.003125|0.0005698|0.4407|0.004942|0.000102|6.297|2.59|0.03322|0.006957|0.06171|0.000486|18.07|10.25|0.1785|11.56|31.89|0.31|0.003875|0.04995|35.16|12.52|0.0001716|0.0002015|0.0279|0.0001742|0.0008896"
2135,2.1129e-02,1.2728e-01,4.4215e-01,5.8423e-02,2.8807e-02,4.5837e-05,9.61036,12,0.38446,1,"409.2|29.3|641.5|35.89|369.8|18.56|516|302.4|455.7|502.3|383.9|561.6","2.121|6.663|0.2692|0.2113|4.764|4.032|0.7506|0.3171|5.967|5.11|0.7236|0.7084","2.717|0.002539|0.0134|0.0628|9.13|21.64|0.0004395|0.001576|7.821|0.1249|60|0.0007351"
2136,1.2218e+00,1.3567e-03,7.7124e-01,1.6517e-02,1.0592e-04,4.1826e-03,161.43331,37,0.98003,1,"447.2|234.9|289.2|616.7|334.5|591.8|264.2|183|53.68|450.7|46.26|204.3|78.15|621.1|477.8|239.5|267.3|343.5|75.73|703.5|40.83|495.1|710.1|419.1|50.01|236.7|671.3|444.2|561.9|169.1|283.9|488.4|235.5|264.7|22.65|553.9|248.8","11.35|0.621|4.707|8.44|10.17|2.108|0.3813|4.766|8.679|2.365|1.86|0.2828|0.323|0.2263|10.52|9.008|0.4712|0.714|0.3922|0.811|2.176|0.862|0.5108|0.5487|0.4905|1.402|0.3361|1.067|3.488|0.5866|2.737|0.2413|3.166|3.984|0.6104|0.1715|9.366","17.88|25.7|0.009331|0.01274|0.002106|0.03023|0.003155|0.001654|0.5542|0.0003219|0.0108|0.000277|0.0002112|0.0003597|0.01063|0.0009613|3.374|13.57|17.5|0.1168|0.0001007|0.000563|0.0009565|0.0001312|0.002286|0.3745|0.0002568|2.706|3.329|0.1566|0.0131|0.001157|0.0001252|0.0001029|0.006111|0.05854|39.3"
2137,3.1612e-02,2.2042e-01,2.7684e-01,5.1874e-03,2.0034e-01,5.4471e-05,101.10782,56,0.88324,1,"583|163.5|308.3|134.5|110.6|291.7|413.7|297.6|125.6|583.2|191.5|385.2|589.8|505.3|608.8|231.8|547.4|57.72|320.1|352.3|5.047|385.8|311.3|3.753|109.2|710.8|49.52|229.9|430.3|171.5|590.1|97.78|526.7|462.9|103.1|414.6|584.9|676.1|719.5|525.1|173.3|406.7|233.2|136.6|16.54|150.7|295.5|665.9|690.9|474.3|389.4|292|447.8|681.3|392.7|268.6","3.952|3.175|1.864|0.1697|0.463|6.396|8.621|0.4574|0.8631|9.715|7.24|10.36|0.4117|1.588|3.283|0.2734|0.1964|0.9959|0.989|3.524|2.165|0.1783|1.517|0.2258|9.653|4.303|4.736|0.2423|5.781|2.417|0.1917|7.095|1.753|8.001|10.08|7.223|0.2481|1.66|1.272|8.544|2.251|9.086|2.099|0.2793|6.578|2.581|0.2972|6.472|0.8382|0.3576|0.6839|3.861|1.282|2.172|10.15|4.49","0.001485|0.1595|0.2165|0.008074|25.74|0.5355|0.788|84.14|53.61|11.81|0.0001098|0.3335|27.12|0.006721|0.001049|0.001764|0.0001505|0.004579|0.00175|2.569|0.02348|0.009068|0.0003841|0.4649|1.716|0.02681|0.2943|44.35|0.007576|0.001393|0.003202|0.06957|0.0005529|0.1612|0.002218|1.286|0.003893|0.09202|0.01446|0.004211|0.0001373|16.9|0.0003356|0.0004513|0.0002252|0.2709|2.481|0.0002282|1.408|0.0006767|2.561|61.9|0.0003008|0.03106|0.1299|0.03224"
2138,5.9862e-03,2.5164e-03,2.0596e-01,2.6499e-03,3.8685e-04,3.3270e-05,1.41191,80,0.92068,1,"349.8|204.5|4.257|564.6|235.7|176.8|521|274.5|208.9|319.8|566.1|716.6|450.6|228.7|108.9|419.4|373.1|657|278.5|657|424.6|566.9|46.07|547.1|130|112.6|619.1|184.3|148.8|208.6|564.9|437.4|535.2|504.2|502.6|519|74.52|460.6|139.3|308.2|399.3|341.2|238.3|532.3|587.6|301.4|330.3|580.5|416.1|83.21|704.9|396.7|449.5|355.5|32.79|297.8|110.2|614.4|633.4|652.8|19.14|587.9|528|287|683.9|32.38|146.2|66.61|462.4|342.7|624.8|183.5|400.6|43.24|379.2|518.5|347.3|419.4|85.96|538.7","0.3307|10.05|3.756|0.3078|1.545|0.2214|2.49|3.131|9.23|5.701|1.339|1.881|0.3113|0.767|0.3998|1.211|0.7637|0.4812|3.049|0.5977|0.1766|0.4892|0.3433|0.3188|0.5662|0.6875|0.3723|0.875|0.8198|10.89|1.977|1.297|1.517|0.1783|0.2707|6.889|1.631|4.604|10.83|0.6349|0.9859|0.281|7.291|0.3224|3.383|0.6985|0.2804|1.168|0.241|2.134|6.292|0.5371|0.5051|0.1691|0.4907|3.373|7.283|5.875|0.8116|2.897|0.3193|1.684|1.697|0.3878|7.111|3.596|4.783|7.141|0.6072|0.2493|3.143|0.2334|5.098|1.314|0.7899|10.25|6.154|0.6151|10.58|5.997","0.06397|0.2776|0.0005244|0.02897|0.001534|36.09|9.891|0.1989|76.05|3.945|0.005423|0.0688|0.3025|0.01005|0.4567|94.63|0.04061|0.09699|0.1974|6.29|34.14|0.3352|0.04099|0.2945|0.1129|0.4195|0.006457|2.201|13.27|0.0123|0.001257|0.001296|0.01574|0.778|17|0.02338|0.04001|0.0001343|0.0006686|0.00403|0.02756|41.36|0.00421|87.31|0.0002428|2.275|0.000251|0.001099|0.4045|0.3326|0.1753|0.8208|0.0007835|80.78|0.3584|0.06268|4.435|0.0005955|0.07596|0.03066|0.4337|1.028|0.442|0.0005297|81.05|0.001272|0.05129|0.01419|0.2183|0.0001076|0.03363|1.937|15.33|0.001727|0.004834|65.09|2.148|0.01153|0.007993|0.0001509"
2139,2.2230e-03,2.2621e-02,8.7735e-01,3.4138e-04,1.5722e-03,4.1244e-04,1.31549,1,0.18681,1,"538.1","0.6446","0.2716"
2140,3.6057e+00,1.3328e-02,1.4167e+00,8.7683e-01,5.0264e-04,1.2790e-03,16481.29165,56,0.08949,1,"239.2|486.6|416.4|597.1|445.5|314.5|87.52|359.5|171.6|18.43|175.7|660.2|248.8|42.54|114.4|594.4|703.2|701.5|468.2|114.7|61.92|104.1|571.6|275.5|599.7|482.4|542.1|383.3|498.2|225.2|499.6|137.7|183.1|51.66|536.9|526.4|120.7|194.4|490.8|540.1|179.5|350|704.9|181.8|75.82|266.4|264.7|698|374.9|689.2|89.87|100.6|96.9|612.4|185|364.6","2.095|11.4|0.7694|8.66|0.4526|0.2922|1.451|0.6531|7.096|5.263|8.286|0.5612|8.591|0.1784|0.8734|0.6189|1.694|0.3984|1.889|0.1919|5.528|0.5083|0.9752|4.238|0.5661|0.8465|1.649|0.2698|6.258|2.307|0.4963|4.232|0.3697|0.2201|1.091|11.29|0.7637|6.052|3.198|0.3954|0.7522|1.926|2.811|0.4538|1.935|0.3718|0.2849|0.6699|0.274|0.6554|2.582|0.176|0.229|1.07|1.155|0.2664","44.28|0.04345|0.00069|22.74|0.01131|0.0002721|1.303|1.841|1.01|0.2264|0.5937|0.7715|0.0004224|0.002769|1.347|9.47|33.88|0.1054|0.00164|0.0001694|0.0008198|11.08|0.0001195|0.02182|0.1158|0.0727|17.57|0.002243|0.006129|0.002086|0.003419|0.001214|9.338|0.001742|0.005459|59.55|0.0005441|0.0002358|0.01891|1.19|0.05778|7.201|69.44|0.07802|0.000155|10.48|1.636|0.00112|0.00792|13.41|16.99|8.047|0.667|0.6874|0.0001554|1.091"
2141,1.8213e-01,7.8998e-03,7.4007e-01,8.8148e-04,6.4328e-03,1.9222e-05,291.64881,1,0.78358,1,"702.8","1.706","0.002214"
2142,1.3261e+00,2.1637e-03,1.0677e-01,8.6786e-01,2.0025e-03,1.3606e-04,1.69956,51,0.29620,1,"161.4|612.9|658.5|32.77|567.7|54.01|156.6|160.6|589.5|609.7|140.8|468.7|130.2|83.38|556.7|674.4|255.4|577.1|719.6|43.17|127.2|60.57|526|259.8|638.5|17.14|615.7|345.8|629.9|237|462.7|612.9|625.4|363.2|96.64|38.06|177.2|24.54|429.2|447.5|311.4|636.6|669.2|482.2|519.9|275.7|297.4|594.7|387.6|386.2|391.4","0.2704|7.022|2.587|0.2587|1.035|1.525|1.967|2.587|0.1773|0.4102|0.2249|0.1943|0.4386|0.1674|5.791|2.956|0.8203|9.551|0.3083|2.086|0.2345|0.9693|8.705|0.5561|0.2062|0.6985|3.212|0.1857|0.391|0.6117|0.9049|1.922|1.13|0.3848|0.5069|1.118|0.3816|0.5934|7.944|0.8275|1.466|7.848|7.486|0.3007|2.567|1.105|3.258|1.937|0.4578|1.364|0.236","0.01402|0.009712|0.0003534|0.2062|11.79|90.75|2.281|0.04139|0.1286|0.1836|0.0001579|0.0001999|0.0002035|0.02999|0.1488|0.01925|0.006387|4.596|1.48|60.24|0.01466|82.06|0.001901|9.029|4.02|0.006538|0.011|0.08178|0.3743|0.003559|0.06544|36.58|0.0005338|0.002755|0.05228|1.273|0.003254|11.96|0.00123|0.07079|0.0773|0.01476|0.0007027|4.069|0.0006377|47.6|0.01601|12.4|0.005211|2.887|0.08195"
2143,2.1125e+00,1.1859e-03,2.2901e+00,8.2074e-03,3.9557e-04,7.6170e-05,2104.67246,5,0.80820,1,"352.9|24.39|598.5|201.3|435","1.737|9.303|0.2545|0.7766|0.8929","0.1046|0.005549|10.62|0.1799|0.03992"
2144,1.6774e-03,1.4320e-04,7.0596e-01,6.4591e-04,1.1709e-02,5.8508e-05,1.03199,55,0.93755,1,"636.8|310.7|292.5|233.5|523.5|449|444.8|45.31|17.05|283.6|531.9|677.8|529.5|485.3|463.1|233.8|64.15|697.1|298.6|550.1|544.6|12.71|168.6|152.7|454.7|201.1|153.8|252.1|480.1|51.15|232.3|440.6|570.6|259.5|468.9|423.4|471.4|589.5|144.3|591.4|463.7|526.7|716.4|317.2|711.2|177.9|151.7|233.9|83.52|546.1|306.2|211.1|377.3|24.65|555.6","1.178|2.334|3.51|11.1|1.678|3.04|3.298|0.2953|4.261|0.3381|10.71|2.71|1.103|0.3091|9.482|2.978|1.201|0.434|2.726|1.33|0.3811|2.467|2.027|0.4452|1.58|0.5876|2.223|2.132|3.644|2.855|0.2227|2.233|4.694|5.563|4.088|0.1992|7.943|11.46|1.187|0.9101|0.2694|3.32|0.2643|2.754|0.2421|0.4792|0.4249|1.672|6.924|4.419|5.974|0.1732|1.551|4.121|0.3376","0.001244|0.7716|1.256|0.01362|33.23|0.03429|0.1029|0.001483|0.9478|0.0001601|0.04582|0.006082|0.5154|2.587|2.905|0.02404|2.768|0.0003227|0.0001358|0.005003|0.03677|0.006905|11.25|7.998|7.216|0.002525|0.003879|0.0002445|3.401|0.3075|0.1631|0.0006403|0.3281|0.7001|0.001486|1.094|0.0001349|0.0007388|0.000276|0.119|65.79|7.303|3.804|0.0334|81.31|0.07453|12.75|18.83|46.08|0.1363|9.235|0.0001684|0.0002275|0.001581|0.7013"
2145,5.4273e-02,1.1914e-03,1.2150e-01,2.9042e-03,3.3656e-03,1.5154e-03,2.45193,5,0.04803,1,"525.2|412|621|374.5|639.6","0.708|5.711|0.2438|0.4466|1.624","0.001145|0.005782|0.9202|0.0003629|0.5333"
2146,2.9673e-01,2.4324e-04,2.6416e+00,4.2712e-03,2.3429e-03,1.9979e-04,2.93569,11,0.90214,1,"93.23|173.6|616.8|611.5|529.8|335.3|538.7|405.9|563.6|462.1|100.8","8.56|5.748|0.4246|5.926|0.2395|0.335|0.2165|8.379|11.64|1.443|0.6072","3.574|0.001998|0.2926|0.001914|0.00022|8.504|0.0002763|0.0006644|1.402|59.92|0.04768"
2147,8.5162e+00,1.0142e-03,2.0056e+00,1.1142e-01,1.2131e-04,5.0015e-03,4449.71404,27,0.20188,1,"571.2|232.9|318.4|490.3|224.3|668.3|240.5|472.4|129.7|390.1|14.77|523.5|646.4|598.9|125.7|288.1|551.2|369.9|466.2|260.8|138.6|108|376|56.71|545.8|250.2|394.5","3.815|0.6777|0.8446|11.64|4.49|11.17|0.3643|0.4578|9.351|7.4|3.334|0.4553|5.985|1.626|0.7558|1.583|1.007|0.517|11.06|9.149|2.738|2.221|7.609|5.251|0.7701|9.476|4.369","0.001251|9.876|0.0007951|1.018|0.001478|0.2058|0.00181|0.0838|4.381|75.57|0.002381|0.02556|0.0001122|14.27|65.37|17.69|0.005988|0.8786|0.3212|0.0001874|0.2445|0.004145|0.0001467|0.0487|0.01562|0.9299|0.05281"
2148,7.5024e+00,2.7922e-03,6.2574e+00,4.0689e-01,4.3973e-02,5.4900e-02,22.61046,74,0.76551,1,"348.5|265.5|668.6|196.8|532.4|371.6|448.2|428.6|550.2|249.6|183.7|18.86|627.6|153.1|653.3|162.1|598.9|444.6|293|81.41|95.89|69.18|161.9|583.1|519.5|272.3|644.7|478.1|578.5|92.66|75.68|541.2|619.9|527.6|582.2|644.4|342.7|327.9|186.2|9.638|199.2|413.8|301.1|681.3|445.8|266.6|538.1|117.8|380|354|213.5|220.2|260.7|691.5|25.05|254.9|341.1|515.9|598.1|466.5|546.9|436.6|634.8|537.7|400.2|287.6|600.1|710.1|29.83|589.6|474|472|123.1|218.1","0.2244|3.779|5.11|0.3343|8.517|0.3897|0.4854|8.609|0.2265|3.599|1.177|2.17|0.2821|0.2837|0.569|3.317|0.3721|0.4195|1.07|11.1|0.4185|8.58|0.377|0.7239|0.4537|3.33|0.5683|1.111|0.1934|5.148|1.597|0.9248|4.147|2.386|3.576|3.62|2.223|0.2619|3.188|0.2183|0.6071|6.156|6.855|0.18|8.027|2.708|1.548|0.3617|0.3839|0.1935|4.28|0.5106|0.4598|7.771|2.397|1.679|5.671|1.542|2.236|9.66|0.6363|5.208|2.112|0.9967|1.86|0.3498|3.736|1.12|1.625|0.7614|3.58|5.58|2.028|0.2166","88.41|0.4343|0.006877|0.002109|0.02659|0.007539|0.06911|58.78|0.001645|0.006191|0.002651|0.01756|7.219|2.268|0.1071|16.11|0.003616|1.957|2.492|0.898|0.159|36.48|0.01011|0.01076|4.487|92.7|0.383|0.002438|0.06614|0.1554|25.69|0.006575|0.01743|0.0003539|0.01366|0.05217|0.001286|0.001662|0.003025|44.42|0.002788|0.04445|0.01083|0.2472|0.000628|0.0004136|0.08856|0.0002176|0.2878|0.005278|0.001074|0.002315|47.28|0.09885|0.05204|16.7|25.53|0.01361|0.2816|9.113|0.00701|0.001067|36.76|0.2683|0.003008|0.0004993|6.246|0.0001382|0.02422|0.05239|12.96|0.001627|30.51|1.422"
2149,6.5336e-03,2.8190e-02,7.6377e-01,3.9583e-04,1.7665e-02,1.1488e-05,2.48020,2,0.07252,1,"654.5|309","0.2486|0.4366","0.0004087|0.004031"
2150,7.2935e-02,7.7300e-04,8.9120e-01,1.0962e-03,3.4854e-01,7.8714e-03,1.71661,1,0.03348,1,"15","2.097","0.002788"
2151,8.2995e+00,2.4630e-03,2.5958e+00,7.8692e-01,1.1100e-04,5.0607e-04,278.45998,1,0.21284,1,"111.6","5.126","0.001097"
2152,8.3608e-01,1.7777e-03,3.8920e+00,1.4616e-01,8.1663e-04,7.3276e-05,6.67210,3,0.00929,1,"86.08|133.5|555.1","0.1694|0.2077|0.1999","0.0006911|0.1125|3.785"
2153,7.9935e-01,4.3337e-03,8.1585e+00,8.1251e-04,3.0417e-02,2.7585e-05,12872.48259,9,0.82853,1,"47.08|457.5|707|188.9|6.898|64.87|374.4|262.6|231.8","2.103|7.728|6.867|2.734|5.29|7.147|0.5384|0.2559|6.753","21.76|17.09|6.605|0.002485|4.099|1.337|0.7245|0.0008958|0.03501"
2154,9.8625e-01,1.1578e-03,1.9386e-01,2.8530e-03,7.5422e-04,4.6141e-05,209.78507,32,0.66738,1,"256.4|347.6|505.6|69.13|539.3|49.36|598.7|377.7|359.4|408.2|35.98|150.1|565.8|163|261.3|294.8|225.6|27.9|196.6|34.91|573.5|575.8|709.3|282|178.7|40.41|622.3|103.1|87.29|647.3|374.4|719","6.334|0.2015|11.29|11.19|0.37|3.829|7.097|2.345|4.722|0.4968|11.56|1.369|5.06|0.5487|1.194|6.664|4.414|0.4831|1.482|0.8674|9.059|10.99|4.842|0.7552|1.09|9.314|0.215|3.425|2.508|0.2355|1.315|3.001","0.0001337|0.000663|64.65|3.327|0.0001591|0.00722|0.3677|0.0005194|0.8888|0.0001126|17.48|0.02269|0.00193|0.001421|0.03616|0.008437|0.00114|0.5956|46.11|0.01287|0.00061|20.61|3.262|4.239|7.761|5.465|0.0001959|0.03864|0.03826|1.619|0.1307|0.000189"
2155,9.9500e-02,2.0695e-03,3.0246e-01,7.9377e-01,1.3325e-04,1.2109e-04,1.02406,2,0.02442,1,"348.2|591.2","0.306|10.23","63.94|0.2048"
2156,3.9770e-02,1.7719e-02,2.4157e+00,1.5175e-04,5.0938e-02,8.8630e-05,24.40041,2,0.03832,1,"581.7|135","10.06|0.4578","0.004389|0.8213"
2157,6.8753e-02,1.1688e-04,1.1537e-01,2.8175e-04,7.2786e-04,6.7122e-05,1.54950,47,0.15371,1,"188.3|378.3|278.6|347.4|621.4|248.7|127.9|490.2|39.51|622.3|145.7|75.38|594.4|580.9|107.2|254.8|240.3|679.7|207.6|355|218.3|81.45|319.5|692.1|521.6|51.67|22.47|198.3|673.1|672.3|295.5|512.3|487.7|413.4|360.7|254.2|596.4|513.1|581.7|522.6|328|538.6|403.1|464.4|381.7|653.3|140.8","0.3352|1.89|0.3335|0.5475|0.2413|1.92|2.145|0.6556|0.2383|0.3144|5.524|5.608|0.4655|0.5981|0.5611|0.9869|8.26|9.112|6.693|0.7321|2.587|1.961|0.2695|9.975|7.332|5.721|4.661|11.19|0.2073|0.495|1.053|0.3187|2.594|8.587|0.6471|5.944|0.5204|4.014|0.2258|0.7435|0.7822|0.5723|7.396|0.4198|0.4636|6.852|0.4343","0.001619|0.476|0.01354|0.1882|0.5658|0.7344|0.3297|6.558|1.202|0.4344|3.122|0.0001275|0.002357|0.0003878|0.0009019|0.0005815|0.0001807|0.2733|39.51|0.3947|23.9|0.006449|0.0001594|23.85|18.5|0.1147|3.324|7.31|57.48|10.94|3.044|1.915|0.1067|2.05|0.02208|0.01223|0.0225|0.5056|0.0001854|0.0003844|5.254|37.46|0.000518|0.03924|0.913|0.003378|0.05145"
2158,2.0305e-02,4.9576e-02,2.0557e-01,7.3573e-04,3.0980e-02,1.1371e-02,2.92279,1,0.97694,1,"338.2","5.645","0.0006487"
2159,1.6376e-02,7.5151e-03,1.6323e-01,2.2131e-04,1.8056e-01,1.7396e-05,3.75079,3,0.02687,1,"340.5|55.24|2.833","0.536|1.133|0.3117","0.01439|65.46|0.0003702"
2160,2.0826e+00,1.9488e-04,6.3194e-01,9.6383e-04,2.9057e-02,4.4754e-02,3.10314,74,0.10952,1,"356.6|578.2|602.7|666.6|438.5|648|407.2|243|596.7|122.6|173.4|637|243.3|554.2|233.2|433|471.9|571.4|468.6|92.8|505.6|266.7|40.16|41.97|716.7|388.2|569.7|450.1|114.3|218.1|294|203.6|522.3|300.1|337.2|537.6|194.6|635.3|434.7|38.31|205.1|175.8|467|665.9|678.3|33.68|460.6|187.5|113.2|673.9|441|232.4|253.9|376.4|191.9|109.1|145.6|94.64|610.9|591.6|359.3|248.6|335.4|476.7|617.9|118|568.5|656.3|700.5|447.7|526|656.2|697.9|649.1","0.7977|10.96|6.173|6.136|9.341|2.618|7.03|10.87|8.523|2.605|0.676|1.366|2.309|6.814|1.088|0.4498|0.1999|0.948|2.596|0.3721|0.6437|1.821|0.4436|1.732|0.3369|1.428|1.482|1.392|8.367|0.5903|0.3328|1.397|2.831|3.83|5.296|1.481|10.87|0.2556|3.728|7.769|2.353|6.107|0.2219|0.7133|0.99|9.644|0.2307|3.143|0.4165|1.201|6.654|6.984|1.783|0.53|0.2303|0.3791|3.314|1.662|1.455|1.177|0.1694|0.8585|0.3306|0.2422|3.044|0.3669|1.665|1.574|0.3131|0.903|0.5888|2.196|0.4536|1.801","0.006323|0.08942|0.0001456|0.0007313|0.04633|0.3406|1.484|0.521|0.007234|68.14|0.001444|0.04401|30.6|1.115|0.001031|0.009347|96.21|0.001453|1.863|1.848|0.001453|96.57|0.4534|81.93|0.01892|0.002796|0.02231|0.2988|0.008678|0.0005957|0.02818|56.99|24.42|0.4512|0.0001681|0.002075|0.007773|0.0332|0.1447|30.39|98.01|6.371|13.06|0.02874|0.00274|0.03043|0.03323|0.000148|0.2697|4.514|0.01614|0.01583|0.001715|0.0009467|0.008336|5.806|0.3907|0.005707|0.003718|0.007663|0.02422|0.008175|0.2116|0.02188|0.0004011|0.001116|0.05272|20.16|0.07643|0.03773|0.0006977|8.027|0.1015|0.003335"
2161,2.6149e-02,4.3269e-01,1.3966e-01,3.3428e-04,2.9953e-04,1.1064e-05,63.48658,6,0.03727,1,"466.3|669.1|344.5|495.1|578.6|132.8","4.916|5.929|0.6852|0.5156|0.629|0.3358","0.2635|0.49|0.001601|0.005151|3.998|0.08281"
2162,2.0705e-02,1.7213e-01,9.5303e-01,1.4051e-01,3.9882e-02,1.0469e-04,6.39647,2,0.90271,1,"16.4|287.1","1.907|11.16","0.0002308|0.08166"
2163,6.4905e+00,6.9052e-04,1.8030e-01,4.1450e-04,9.0393e-02,3.6013e-05,69672.35580,28,0.49245,1,"637.7|96.57|92.4|521|97.84|576.7|348.5|121.7|145.2|359.6|687.7|272.3|639.9|63.8|139.3|377.1|174.5|491.3|86.18|236|595.2|255.6|521.1|185.2|204.9|212.4|84.68|239","0.4294|0.2922|7.202|1.771|0.2825|0.3746|7.148|5.541|1.887|7.341|1.156|0.2143|0.5156|0.455|0.2783|2.534|0.168|3.945|0.2111|1.17|2.785|9.728|0.4852|1.183|0.5024|2.114|1.075|4.719","0.0003612|0.3749|0.002847|0.01324|15.21|0.0001008|1.095|3.166|0.03874|0.001425|0.001799|0.1053|0.3033|25|64.75|0.0008434|0.8204|89.54|0.003165|63.82|52.6|1.143|0.001104|65.71|0.4912|29.12|1.019|6.692"
